1 1:-0.104113 2:0.159278 3:0.901332 4:1.44956 5:0.431531 6:0.20817 7:-0.193327 8:0.0706386 9:0.485792 10:-0.437293 11:-0.638552 12:-0.088389 13:-0.0364751 14:-0.277824 15:-0.191769
1 1:-0.124296 2:0.229254 3:0.84406 4:1.50443 5:0.359013 6:0.300657 7:-0.241647 8:0.294741 9:0.382972 10:-0.257034 11:-0.747687 12:-0.530099 13:-0.265648 14:-0.162872 15:-0.314159
1 1:-0.0990219 2:-0.115525 3:0.691569 4:1.56069 5:0.0262921 6:0.2509 7:-0.702554 8:-0.0995445 9:-0.06191 10:0.0395607 11:-0.519667 12:-0.28193 13:-0.263604 14:-0.0113868 15:-0.341437
1 1:0.0178823 2:-0.195593 3:0.990994 4:1.36351 5:0.357462 6:-0.273189 7:-0.376299 8:0.0304083 9:0.536155 10:-0.463722 11:-0.511313 12:-0.205303 13:-0.35383 14:-0.369693 15:-0.162673
1 1:-0.141477 2:0.0584905 3:0.947166 4:1.77289 5:0.450151 6:-0.0146854 7:-0.38144 8:0.12864 9:0.493432 10:-0.446093 11:-0.517491 12:-0.486184 13:-0.306403 14:-0.200881 15:-0.0146719
1 1:0.282827 2:0.111708 3:0.765798 4:1.83701 5:0.564322 6:0.107217 7:-0.516833 8:0.47243 9:0.420526 10:-0.290847 11:-0.303964 12:-0.790177 13:-0.399638 14:-0.152195 15:-0.262746
1 1:-0.0954985 2:0.187432 3:0.595076 4:1.62892 5:0.455997 6:-0.0363787 7:-0.128314 8:0.391367 9:0.585193 10:-0.562864 11:-0.520916 12:-0.634406 13:-0.32206 14:-0.197571 15:-0.188685
1 1:0.104988 2:0.0981288 3:0.69738 4:1.70794 5:0.0829669 6:0.146895 7:-0.44275 8:0.15266 9:0.0267313 10:-0.355257 11:-0.804445 12:-0.278368 13:-0.221411 14:-0.0487673 15:-0.0136535
1 1:0.0494062 2:0.0131472 3:0.716877 4:1.3047 5:0.214344 6:-0.0404586 7:-0.408375 8:0.0259123 9:0.49948 10:-0.404179 11:-0.47309 12:-0.491722 13:-0.243093 14:-0.193284 15:-0.0090109
1 1:-0.229347 2:-0.315543 3:0.392149 4:1.32296 5:0.313707 6:-0.111688 7:-0.655573 8:0.0150488 9:0.0657654 10:-0.45437 11:-0.488284 12:-0.0435768 13:-0.337121 14:-0.193827 15:-0.229399
1 1:-0.00572371 2:0.181183 3:0.814925 4:1.6544 5:0.291175 6:0.245527 7:-0.461785 8:0.17164 9:0.273417 10:-0.252226 11:-0.686822 12:-0.434188 13:-0.330483 14:-0.214827 15:-0.0490748
1 1:0.0661933 2:0.0201521 3:0.4697 4:1.10058 5:0.824466 6:0.0578288 7:0.105899 8:0.145008 9:0.144637 10:-0.22207 11:-0.460036 12:-0.257894 13:-0.325595 14:-0.0904385 15:-0.215921
1 1:0.0487007 2:0.194842 3:0.924573 4:2.04747 5:0.341318 6:-0.197431 7:-0.420288 8:0.259337 9:0.331776 10:-0.395776 11:-0.634975 12:-0.411237 13:-0.249203 14:-0.170531 15:-0.152843
1 1:-0.0247213 2:0.0638805 3:0.498708 4:1.75757 5:0.116541 6:0.253461 7:-0.267982 8:0.227102 9:0.180984 10:-0.139482 11:-0.424048 12:-0.0354688 13:-0.260759 14:0.0973617 15:-0.228813
