1 1:0.0541822 2:0.00802836 3:0.00681815 4:-0.130726 5:-0.0551623 6:-0.0512583 7:-0.0235791 8:0.109578 9:-0.03599 10:-0.0576535 11:0.0505282 12:0.153906 13:-0.0115464 14:0.0634206 15:0.0576164
1 1:0.298982 2:0.119715 3:-0.174267 4:-0.388089 5:-0.0357057 6:-0.183333 7:-0.0165792 8:0.175196 9:-0.184269 10:-0.121317 11:5.7046e-05 12:0.215165 13:-0.161409 14:-0.159875 15:0.147344
1 1:0.152492 2:0.0854292 3:0.0577942 4:-0.218361 5:0.0333287 6:-0.12812 7:-0.195688 8:0.162594 9:-0.266735 10:-0.315417 11:0.0560691 12:0.273647 13:0.0799451 14:0.205843 15:-0.0635332
1 1:0.0391516 2:0.134212 3:-0.0559353 4:-0.38376 5:-0.0970871 6:-0.204736 7:-0.243525 8:0.0652109 9:-0.24483 10:-0.310555 11:0.0115908 12:0.355911 13:0.126899 14:0.250504 15:0.146101
1 1:0.0857039 2:-0.0173534 3:-0.151048 4:-0.206767 5:-0.00578733 6:-0.0738618 7:-0.0816743 8:0.0492169 9:-0.207935 10:-0.175656 11:0.00286536 12:0.103717 13:-0.130254 14:-0.115185 15:-0.00348699
1 1:0.0545558 2:-0.00746084 3:0.0887481 4:-0.232679 5:-0.0282318 6:-0.161519 7:-0.146669 8:0.218159 9:-0.164059 10:-0.244172 11:0.152508 12:0.239597 13:-0.0530596 14:0.230388 15:0.0860186
1 1:0.268527 2:0.155147 3:-0.027307 4:-0.426223 5:-0.0225006 6:-0.245876 7:-0.234849 8:0.0692682 9:-0.443623 10:-0.299659 11:0.0049509 12:0.285075 13:-0.00217292 14:0.133038 15:0.140897
1 1:0.0915707 2:0.0743838 3:0.0514899 4:-0.248388 5:-0.0113682 6:-0.143399 7:-0.197256 8:0.0981933 9:-0.34988 10:-0.396091 11:-0.00300605 12:0.171357 13:-0.0320638 14:0.157212 15:0.00705363
1 1:-0.0873392 2:0.0829362 3:0.0319434 4:-0.191499 5:0.0412858 6:-0.0619324 7:-0.184199 8:0.207184 9:-0.124717 10:-0.225406 11:0.105549 12:0.350903 13:0.154833 14:0.166544 15:0.0668892
1 1:0.160133 2:0.0921615 3:0.00521681 4:-0.345297 5:-0.0235273 6:-0.210588 7:-0.17039 8:0.0920768 9:-0.337189 10:-0.303008 11:0.00231905 12:0.222778 13:0.0045737 14:0.180201 15:0.143649
1 1:0.213545 2:0.182518 3:0.0594946 4:-0.122884 5:0.0421177 6:-0.149086 7:-0.069972 8:-0.0194479 9:-0.303066 10:-0.269305 11:-0.0813442 12:0.178729 13:0.0559508 14:0.130496 15:0.139555
1 1:-0.0277914 2:-0.02286 3:0.0474369 4:-0.182703 5:-0.00690919 6:-0.112301 7:-0.0918694 8:0.125118 9:-0.186435 10:-0.216598 11:0.103173 12:0.189845 13:-0.00881324 14:0.162912 15:-0.0271745
1 1:0.127675 2:0.256474 3:0.0759319 4:-0.280939 5:-0.0197373 6:-0.206425 7:-0.133397 8:0.117536 9:-0.30393 10:-0.358164 11:0.0420798 12:0.297452 13:0.135893 14:0.2006 15:0.0217567
1 1:0.0962082 2:0.170375 3:0.0992169 4:-0.25333 5:0.043612 6:-0.164713 7:-0.0967232 8:0.140057 9:-0.181422 10:-0.181712 11:0.0931615 12:0.173144 13:-0.0578373 14:0.086189 15:0.0445638
1 1:0.130297 2:0.117615 3:0.0554154 4:-0.424138 5:-0.040572 6:-0.241869 7:-0.264294 8:0.193244 9:-0.381857 10:-0.394222 11:0.137157 12:0.384141 13:-0.0141518 14:0.237899 15:0.134765
1 1:0.0301027 2:0.0649274 3:-0.0164435 4:-0.225683 5:-0.0483152 6:-0.210239 7:-0.225359 8:-0.0839801 9:-0.339635 10:-0.295959 11:-0.0333273 12:0.293933 13:0.140203 14:0.208149 15:0.0853585
1 1:0.10769 2:0.0794619 3:-0.00154826 4:-0.337796 5:0.0197314 6:-0.203281 7:-0.194112 8:0.205042 9:-0.310549 10:-0.383762 11:0.132193 12:0.379254 13:0.0326731 14:0.287355 15:0.125244
1 1:0.188345 2:0.136189 3:0.0148717 4:-0.277873 5:0.0206916 6:-0.193282 7:-0.144592 8:0.0679345 9:-0.336606 10:-0.334789 11:0.0192009 12:0.266323 13:0.065184 14:0.224625 15:0.0775362
1 1:0.0513837 2:0.00490652 3:-0.0178153 4:-0.0470472 5:-0.000130785 6:-0.0571661 7:0.0278301 8:0.0523953 9:-0.0768643 10:-0.0596459 11:-0.0266149 12:0.104258 13:0.0684561 14:0.0666794 15:0.0505891
1 1:0.161762 2:0.168733 3:0.014735 4:-0.270219 5:0.0715879 6:-0.202678 7:-0.222517 8:0.164011 9:-0.307428 10:-0.370319 11:0.0405544 12:0.301792 13:-0.0074131 14:0.19193 15:0.0987998
1 1:-0.0179605 2:-0.0400301 3:-0.00750289 4:-0.256989 5:0.048237 6:-0.0779736 7:-0.118575 8:0.185991 9:-0.235989 10:-0.335934 11:0.167287 12:0.333347 13:0.172678 14:0.352788 15:0.0284391
1 1:0.0757258 2:0.134135 3:0.0105866 4:-0.121213 5:0.0588889 6:-0.117496 7:-0.115645 8:0.0826766 9:-0.122577 10:-0.190296 11:0.00849331 12:0.267236 13:0.0450205 14:-0.024469 15:0.106601
1 1:0.312455 2:0.21716 3:-0.0886142 4:-0.106022 5:0.146152 6:-0.115574 7:-0.0986594 8:0.0775414 9:-0.181725 10:-0.238399 11:-0.0582924 12:0.214009 13:0.00258925 14:0.106125 15:0.0903396
1 1:0.0814186 2:0.0854488 3:0.0247212 4:-0.0953823 5:0.0313411 6:-0.0783099 7:-0.0996616 8:0.0599826 9:-0.14784 10:-0.204258 11:-0.00273523 12:0.129892 13:-0.00606986 14:0.0936568 15:0.0765437
1 1:0.131247 2:0.13876 3:-0.00376432 4:-0.269806 5:0.0146241 6:-0.156396 7:-0.136341 8:0.134266 9:-0.226568 10:-0.252938 11:0.0738627 12:0.256664 13:-0.017162 14:0.122453 15:0.105224
1 1:0.297566 2:0.186662 3:0.0854177 4:-0.239775 5:0.0541649 6:-0.208878 7:-0.135813 8:0.00112073 9:-0.353428 10:-0.312631 11:-0.0223608 12:0.212028 13:0.0788676 14:0.184177 15:0.107845
1 1:0.275486 2:0.204946 3:-0.00210101 4:-0.385579 5:0.0349171 6:-0.241525 7:-0.227792 8:0.148411 9:-0.410933 10:-0.413811 11:0.0517345 12:0.400064 13:0.0113333 14:0.216761 15:0.147062
1 1:0.128487 2:0.136983 3:0.00943896 4:-0.380075 5:-0.0282174 6:-0.197722 7:-0.202912 8:0.140116 9:-0.335903 10:-0.402104 11:0.0610286 12:0.352806 13:0.0261033 14:0.261113 15:0.151145
1 1:0.184153 2:0.148062 3:0.0223518 4:-0.351991 5:-0.00614987 6:-0.203067 7:-0.239078 8:0.120746 9:-0.350602 10:-0.324174 11:0.0752325 12:0.338497 13:0.0460007 14:0.252352 15:0.107098
2 1:0.102697 2:0.0966881 3:-0.0278942 4:-0.322656 5:-0.0304825 6:-0.250375 7:-0.276547 8:0.110518 9:-0.285857 10:-0.333569 11:0.130664 12:0.394166 13:0.0659059 14:0.30526 15:0.098883
2 1:0.0589568 2:0.0535062 3:-0.0387306 4:-0.297735 5:-0.0785722 6:-0.162767 7:-0.169913 8:0.117855 9:-0.19743 10:-0.196624 11:0.110378 12:0.198003 13:-0.0449409 14:0.093181 15:0.0260824
2 1:0.167978 2:0.0974287 3:-0.00447045 4:-0.344991 5:-0.0108024 6:-0.195321 7:-0.173079 8:0.168498 9:-0.354772 10:-0.342616 11:0.072251 12:0.358531 13:0.0290083 14:0.235955 15:0.109004
2 1:-0.0466108 2:0.0368946 3:-0.0273589 4:-0.247352 5:-0.0321527 6:-0.145413 7:-0.138219 8:0.155212 9:-0.177352 10:-0.229886 11:0.103293 12:0.257015 13:0.00278968 14:0.142033 15:0.0874118
2 1:0.121713 2:0.121633 3:0.00726623 4:-0.454898 5:-0.0494379 6:-0.257132 7:-0.23829 8:0.182271 9:-0.375466 10:-0.398831 11:0.144176 12:0.348284 13:-0.000879259 14:0.27398 15:0.149494
2 1:0.196661 2:0.140064 3:-0.0583887 4:-0.29702 5:0.0602026 6:-0.17717 7:-0.177079 8:0.0705202 9:-0.323393 10:-0.261278 11:0.00741778 12:0.295572 13:-0.0372261 14:0.0971984 15:0.073678
2 1:0.135594 2:0.133895 3:-0.0259733 4:-0.286071 5:0.00452196 6:-0.176244 7:-0.144551 8:0.117012 9:-0.276356 10:-0.292455 11:0.0524631 12:0.31031 13:0.0130641 14:0.169955 15:0.116888
2 1:-0.0586419 2:0.162613 3:0.00340484 4:-0.282928 5:-0.0144836 6:-0.217375 7:-0.175408 8:0.138505 9:-0.117398 10:-0.245738 11:0.0756675 12:0.189422 13:-0.0518967 14:0.123145 15:0.140244
2 1:0.0869557 2:0.141061 3:-0.013235 4:-0.260479 5:-0.0807812 6:-0.207243 7:-0.212169 8:0.101977 9:-0.242404 10:-0.207151 11:0.0699306 12:0.242926 13:-0.043099 14:0.249403 15:0.150569
2 1:0.152525 2:0.131958 3:-0.056342 4:-0.395522 5:0.00437525 6:-0.160745 7:-0.218517 8:0.172035 9:-0.291266 10:-0.348537 11:0.093287 12:0.332743 13:-0.00845012 14:0.242632 15:0.169602
2 1:0.212347 2:0.128792 3:0.11887 4:-0.280714 5:-0.0922406 6:-0.163533 7:-0.101351 8:0.115183 9:-0.187312 10:-0.182781 11:0.0236873 12:0.170347 13:-0.00651022 14:0.16073 15:0.157464
2 1:0.120542 2:0.00705185 3:0.0204225 4:-0.223995 5:0.00876246 6:-0.108707 7:-0.0641748 8:0.130756 9:-0.219029 10:-0.157841 11:0.0311973 12:0.220921 13:0.0478959 14:0.055962 15:0.130807
2 1:0.0658632 2:0.0518928 3:-0.05808 4:-0.15929 5:-0.0372568 6:-0.115487 7:-0.117153 8:-0.0119655 9:-0.162307 10:-0.157664 11:-0.0168071 12:0.170849 13:0.0639502 14:0.157414 15:0.0757299
2 1:0.0857298 2:0.137748 3:0.0553017 4:-0.190023 5:-0.0907898 6:-0.21244 7:-0.17413 8:0.00924556 9:-0.222072 10:-0.226225 11:0.0457581 12:0.269176 13:-0.0436633 14:0.1185 15:0.159491
2 1:0.238554 2:0.172686 3:0.0868096 4:-0.231764 5:-0.0544466 6:-0.158373 7:-0.076336 8:0.0850538 9:-0.196508 10:-0.222393 11:-0.0522793 12:0.0595815 13:-0.102074 14:0.0280875 15:0.0178642
2 1:0.2198 2:0.198582 3:0.0551956 4:-0.242945 5:0.0570329 6:-0.122051 7:-0.082765 8:0.195962 9:-0.243911 10:-0.262075 11:-0.0851379 12:0.158006 13:-0.0366369 14:-0.0128205 15:-0.0137126
2 1:0.124717 2:0.173418 3:0.03341 4:-0.231827 5:-0.0257066 6:-0.178485 7:-0.0961848 8:0.0690978 9:-0.181809 10:-0.13736 11:-0.0389961 12:0.137967 13:-0.0727165 14:0.0236966 15:0.0703834
2 1:0.185345 2:0.136827 3:0.0341435 4:-0.35134 5:0.01496 6:-0.24585 7:-0.194469 8:0.175421 9:-0.380196 10:-0.401463 11:0.0713782 12:0.391973 13:0.00488759 14:0.178521 15:0.174899
2 1:-0.0828005 2:0.0546535 3:-0.0534621 4:-0.17779 5:0.00820647 6:-0.0834663 7:-0.0703982 8:0.242697 9:-0.0631525 10:-0.14536 11:0.100187 12:0.355157 13:0.102627 14:0.126221 15:0.0880322
2 1:0.15229 2:0.12515 3:0.0386151 4:-0.192874 5:0.0350433 6:-0.110245 7:-0.0955249 8:0.0790973 9:-0.19826 10:-0.191669 11:0.0367568 12:0.196335 13:0.0344652 14:0.0636576 15:0.0384398
2 1:0.11363 2:0.103086 3:0.00785662 4:-0.192533 5:-0.00621368 6:-0.126087 7:-0.140626 8:0.0755511 9:-0.195705 10:-0.182607 11:0.0325035 12:0.206649 13:0.0157528 14:0.0871542 15:0.069197
2 1:0.234076 2:0.222374 3:0.0306348 4:-0.0636373 5:0.104311 6:-0.0727188 7:-0.0510621 8:0.0281741 9:-0.27612 10:-0.242638 11:-0.0733939 12:0.290263 13:0.108355 14:0.130899 15:-0.054065
2 1:0.0585019 2:0.0446138 3:0.0163381 4:-0.184119 5:0.0367967 6:-0.0814576 7:-0.133588 8:0.126717 9:-0.16493 10:-0.194643 11:0.0581913 12:0.220921 13:0.0308877 14:0.151165 15:0.0638456
2 1:0.1108 2:0.0826382 3:-0.0297725 4:-0.135104 5:0.0477228 6:-0.0754303 7:-0.0629334 8:0.0634001 9:-0.141724 10:-0.153728 11:0.0154805 12:0.160859 13:-0.0042414 14:0.0741429 15:0.0620609
2 1:0.202391 2:0.202064 3:0.0698496 4:-0.200394 5:-0.0571208 6:-0.166015 7:-0.147867 8:-0.0911018 9:-0.385814 10:-0.403958 11:0.0246991 12:0.249851 13:0.149103 14:0.314461 15:0.187795
2 1:0.202817 2:0.120412 3:0.0939317 4:-0.235758 5:0.0589407 6:-0.119668 7:-0.149551 8:0.139969 9:-0.314063 10:-0.331873 11:0.124375 12:0.237623 13:0.0188158 14:0.192112 15:-0.00201394
2 1:0.117081 2:0.0557948 3:0.104332 4:-0.257416 5:-0.0351442 6:-0.142681 7:-0.225881 8:0.180707 9:-0.268315 10:-0.41467 11:0.0590766 12:0.141593 13:-0.0197258 14:0.228475 15:-0.0703523
2 1:0.11282 2:0.00359359 3:-0.083832 4:-0.180763 5:0.0539069 6:-0.0566261 7:-0.0533492 8:0.0409569 9:-0.140779 10:-0.0693793 11:0.0495914 12:0.157209 13:0.014717 14:-0.0220633 15:-0.0819597
2 1:0.00582897 2:0.05995 3:-0.00733499 4:-0.216352 5:-0.0104568 6:-0.197311 7:-0.163619 8:0.146988 9:-0.195243 10:-0.199519 11:0.0817267 12:0.291169 13:-0.0244318 14:0.145667 15:0.084746
2 1:-0.0508426 2:0.0268706 3:-0.0189671 4:-0.161835 5:0.125373 6:-0.0482715 7:-0.0827451 8:0.204777 9:-0.119032 10:-0.214072 11:0.161434 12:0.324855 13:0.120526 14:0.299344 15:0.116301
2 1:0.0249514 2:0.0840452 3:-0.0276 4:-0.312401 5:-0.0446787 6:-0.128822 7:-0.258326 8:0.128657 9:-0.137464 10:-0.191508 11:0.147643 12:0.125577 13:-0.115322 14:0.133375 15:-0.0143943
2 1:0.0659421 2:0.0706613 3:0.0612269 4:-0.169922 5:0.00715153 6:-0.135195 7:-0.100751 8:0.124772 9:-0.213765 10:-0.222792 11:0.125371 12:0.230364 13:0.0354072 14:0.245043 15:0.0520893
2 1:0.0742493 2:0.107699 3:0.0628353 4:-0.21505 5:0.0611408 6:-0.0673042 7:-0.115293 8:0.116726 9:-0.317783 10:-0.235601 11:0.0379059 12:0.183344 13:-0.00221339 14:0.146226 15:0.069487
2 1:0.0814711 2:0.116674 3:-0.0336667 4:-0.223901 5:0.00182721 6:-0.0979104 7:-0.0867598 8:0.12312 9:-0.283509 10:-0.283293 11:0.0307801 12:0.213066 13:0.000290117 14:0.163838 15:0.0568065
2 1:0.144063 2:0.132005 3:0.00524048 4:-0.327752 5:0.0812123 6:-0.14593 7:-0.125688 8:0.221782 9:-0.185776 10:-0.177983 11:0.176272 12:0.242335 13:-0.0588578 14:0.241145 15:0.123506
2 1:0.0909794 2:0.0515988 3:-0.0597435 4:-0.260137 5:-0.0228888 6:-0.115416 7:-0.183827 8:0.0242393 9:-0.195274 10:-0.159139 11:0.181475 12:0.312985 13:0.113622 14:0.28101 15:0.270707
2 1:0.0514001 2:0.108377 3:-0.0785832 4:-0.156291 5:-0.000534674 6:-0.161104 7:-0.169567 8:0.0524129 9:-0.0970359 10:-0.0648157 11:0.010971 12:0.188512 13:-0.0706083 14:-0.0540591 15:0.0451441
2 1:0.268603 2:0.141746 3:0.0625623 4:-0.261825 5:0.0363972 6:-0.148856 7:-0.181374 8:0.0742119 9:-0.328307 10:-0.33454 11:0.117898 12:0.254412 13:-0.0151136 14:0.30639 15:0.0995027
2 1:0.0607604 2:0.0249067 3:0.0617391 4:-0.372936 5:-0.0538081 6:-0.15726 7:-0.233868 8:0.199108 9:-0.294842 10:-0.310603 11:0.0970291 12:0.223469 13:-0.0141754 14:0.232131 15:0.0581714
2 1:0.140478 2:0.0765595 3:-0.0322843 4:-0.153695 5:0.0597009 6:-0.136704 7:-0.193176 8:0.00462068 9:-0.225222 10:-0.180631 11:-0.0674959 12:0.19017 13:0.0765462 14:0.157457 15:0.0560551
2 1:0.0861409 2:0.0748836 3:0.0456343 4:-0.313022 5:0.013034 6:-0.208763 7:-0.285336 8:0.12069 9:-0.254938 10:-0.270095 11:0.140808 12:0.280911 13:-0.0122182 14:0.0794873 15:-0.0411447
2 1:0.165786 2:0.0990845 3:-0.0220318 4:-0.190468 5:0.06247 6:-0.11298 7:-0.131663 8:0.0791465 9:-0.195523 10:-0.124831 11:0.0346254 12:0.208486 13:-0.0721719 14:0.0942862 15:0.0286443
2 1:0.0349241 2:0.0223482 3:0.0124608 4:-0.180046 5:0.0163699 6:-0.0927142 7:-0.0812791 8:0.203608 9:-0.112691 10:-0.190407 11:0.148619 12:0.247702 13:0.0491804 14:0.24988 15:0.0682485
2 1:0.0681702 2:0.0666377 3:-0.030149 4:-0.0320128 5:0.0182425 6:-0.0812692 7:-0.0476212 8:0.0581327 9:-0.0437687 10:-0.0957392 11:0.0576365 12:0.127818 13:0.0128579 14:0.0761159 15:0.0588806
2 1:0.173176 2:0.0714512 3:-0.0176706 4:-0.11156 5:-0.02625 6:-0.0966109 7:-0.053262 8:-0.0383491 9:-0.144493 10:-0.0876661 11:-0.110154 12:0.0287387 13:-0.0313993 14:-0.0281288 15:0.0178442
2 1:0.117458 2:0.0954822 3:0.0374602 4:-0.346055 5:-0.027539 6:-0.19192 7:-0.168076 8:0.143406 9:-0.258929 10:-0.312768 11:0.0779332 12:0.206719 13:-0.0402212 14:0.223329 15:0.122387
2 1:0.19364 2:0.12814 3:-0.0558502 4:-0.1116 5:0.114245 6:-0.0771561 7:-0.0668854 8:0.113068 9:-0.164327 10:-0.11355 11:0.0497077 12:0.292916 13:0.103289 14:0.13612 15:0.117463
2 1:0.0103571 2:0.0710709 3:-0.07339 4:-0.337969 5:0.0283695 6:-0.107649 7:-0.190059 8:0.222078 9:-0.313827 10:-0.364145 11:0.19903 12:0.430628 13:0.156024 14:0.148133 15:-0.016084
2 1:0.253805 2:0.21211 3:0.0429227 4:-0.307772 5:-0.0361555 6:-0.169534 7:-0.0348451 8:0.205757 9:-0.240378 10:-0.183775 11:-0.062366 12:0.102493 13:-0.0678508 14:-0.0421786 15:0.0442368
2 1:-0.153387 2:-0.0295055 3:-0.0124185 4:-0.327879 5:-0.0562458 6:-0.15212 7:-0.192927 8:0.235554 9:-0.241982 10:-0.233932 11:0.217245 12:0.274267 13:-0.0228852 14:0.144614 15:0.0369976
3 1:0.101896 2:0.121961 3:0.0817615 4:-0.299334 5:-0.142328 6:-0.31168 7:-0.0807734 8:0.0819663 9:-0.180758 10:-0.207241 11:-0.0176081 12:0.134909 13:-0.0442358 14:0.164878 15:0.126256
3 1:0.256122 2:0.378958 3:0.155583 4:-0.207681 5:-0.0123719 6:-0.22662 7:-0.156207 8:-0.034643 9:-0.291181 10:-0.26986 11:-0.0388287 12:0.191938 13:-0.0565776 14:0.0707111 15:0.2385
3 1:0.133339 2:0.0376825 3:0.0642668 4:-0.388547 5:-0.0319718 6:-0.166668 7:-0.222747 8:0.118165 9:-0.334309 10:-0.360846 11:0.0668043 12:0.217802 13:0.0306548 14:0.279586 15:0.0627717
3 1:0.101312 2:0.0950376 3:0.0476305 4:-0.305846 5:-0.159321 6:-0.197154 7:-0.162176 8:0.144967 9:-0.395722 10:-0.410904 11:0.00650365 12:0.142475 13:-0.0673629 14:0.0401371 15:0.0747459
3 1:0.022583 2:0.0093705 3:-0.0054178 4:-0.255882 5:0.076742 6:-0.0761493 7:-0.169844 8:0.260407 9:-0.119696 10:-0.182762 11:0.150204 12:0.383011 13:-0.000233949 14:0.142444 15:0.0159523
3 1:-0.00391255 2:-0.0430073 3:-0.093574 4:-0.355308 5:-0.091066 6:-0.206566 7:-0.204101 8:0.148153 9:-0.224775 10:-0.298805 11:0.0420458 12:0.324084 13:0.0890629 14:0.21933 15:0.123466
3 1:-0.101171 2:-0.0428986 3:-0.0296232 4:-0.32313 5:-0.0786257 6:-0.139987 7:-0.164146 8:0.245642 9:-0.146543 10:-0.243588 11:0.259486 12:0.313755 13:-0.026291 14:0.269421 15:0.172956
3 1:0.0386177 2:0.136983 3:0.00552309 4:-0.256589 5:0.0625678 6:-0.191783 7:-0.147769 8:0.133067 9:-0.403212 10:-0.407947 11:0.124425 12:0.331826 13:0.00463228 14:0.248047 15:0.149518
3 1:0.294039 2:0.194078 3:-0.0701585 4:-0.0814426 5:0.0753248 6:-0.0154666 7:-0.00721299 8:0.00481487 9:-0.0932629 10:-0.0740716 11:-0.0466509 12:0.134401 13:0.00322528 14:0.0895072 15:0.168745
3 1:0.130742 2:0.0981288 3:0.0176896 4:-0.387727 5:-0.0611815 6:-0.13752 7:-0.18276 8:0.104029 9:-0.374844 10:-0.304219 11:0.0615721 12:0.259017 13:-0.0356474 14:0.244099 15:0.118157
3 1:-0.0330269 2:0.0835346 3:-0.0139401 4:-0.245955 5:-0.0627034 6:-0.165378 7:-0.196824 8:0.125034 9:-0.254081 10:-0.35112 11:0.167977 12:0.334931 13:0.112868 14:0.290988 15:0.109211
3 1:0.0697333 2:0.00940684 3:-0.0805649 4:-0.175117 5:-0.0936123 6:-0.129709 7:-0.0988364 8:0.0122121 9:-0.0798087 10:-0.0471556 11:0.00746322 12:0.119334 13:0.0176905 14:0.0497851 15:0.058567
3 1:-0.050187 2:0.0161311 3:-0.0666424 4:-0.330042 5:-0.0318196 6:-0.122425 7:-0.274417 8:0.0150207 9:-0.246547 10:-0.311735 11:0.154305 12:0.227386 13:0.0171709 14:0.184401 15:0.0755273
3 1:0.10915 2:0.026444 3:0.00304395 4:-0.119953 5:0.0612148 6:-0.125689 7:-0.0891558 8:0.156384 9:-0.112808 10:-0.134896 11:0.0217956 12:0.258773 13:0.0473001 14:0.183193 15:0.102401
3 1:0.0925305 2:0.035158 3:-0.0302304 4:-0.193723 5:-0.022828 6:-0.187242 7:-0.113608 8:0.0357886 9:-0.147629 10:-0.0903523 11:0.000750832 12:0.176894 13:-0.0163381 14:0.0456586 15:-0.0282403
3 1:0.182478 2:0.116098 3:-0.0284912 4:-0.184339 5:0.0139884 6:-0.0909348 7:-0.0906541 8:0.106878 9:-0.137281 10:-0.119336 11:0.0792817 12:0.168015 13:-0.0155879 14:0.0375777 15:-0.00110637
